Position,Driver,Total Points (top 11),Avg Points (top 11),Total Points,Avg Points,Events
92,Matt Prejean,479.97941197242466,79.99656866207077,479.97941197242466,79.99656866207077,6
93,Chris Thompson,476.83871997975507,79.47311999662584,476.83871997975507,79.47311999662584,6
94,Herb Hall,474.6532521628392,79.10887536047319,474.6532521628392,79.10887536047319,6
95,Ian Davis,473.70644286737684,78.95107381122948,473.70644286737684,78.95107381122948,6
96,Brian Maucotel,462.40279259000295,92.48055851800059,462.40279259000295,92.48055851800059,5
97,Austin Dowda,457.9201474980937,91.58402949961874,457.9201474980937,91.58402949961874,5
98,Gary Peterson,457.2581693589252,76.20969489315421,457.2581693589252,76.20969489315421,6
99,Kaden Martin,455.90900681878793,91.18180136375759,455.90900681878793,91.18180136375759,5
100,Gregory Gabbott,452.62094109719544,90.52418821943908,452.62094109719544,90.52418821943908,5
101,William Jeppson,450.8113624361408,90.16227248722817,450.8113624361408,90.16227248722817,5
102,J.D. Perham,447.68441755187746,89.53688351037549,447.68441755187746,89.53688351037549,5
103,Blake Strand,438.2556869692603,87.65113739385205,438.2556869692603,87.65113739385205,5
104,Heather Cornelius,436.9935518315204,87.39871036630407,436.9935518315204,87.39871036630407,5
105,Matthew Michaud,428.3222043642562,85.66444087285124,428.3222043642562,85.66444087285124,5
106,Hayden Lee,422.8945603774767,84.57891207549534,422.8945603774767,84.57891207549534,5
107,Christina Calhoun,422.25996974141185,84.45199394828236,422.25996974141185,84.45199394828236,5
108,Andrew Spratt,391.2439041392961,78.24878082785922,391.2439041392961,78.24878082785922,5
109,Ryan Johnson,391.092825459877,97.77320636496925,391.092825459877,97.77320636496925,4
110,Chase Cochrun,386.4068629240687,96.60171573101718,386.4068629240687,96.60171573101718,4
111,Jeff Lundgren,384.101147956007,96.02528698900176,384.101147956007,96.02528698900176,4
112,Tony Medina,380.4179947110559,95.10449867776397,380.4179947110559,95.10449867776397,4
113,Jack Liston,374.00731013497364,93.50182753374341,374.00731013497364,93.50182753374341,4
114,Ryan Calhoun,373.65523193942215,93.41380798485554,373.65523193942215,93.41380798485554,4
115,Bart Artz,363.69445001421616,90.92361250355404,363.69445001421616,90.92361250355404,4
116,Jared Schrock,357.1128931420142,89.27822328550354,357.1128931420142,89.27822328550354,4
117,Robert Rebmann,354.4600067695085,88.61500169237712,354.4600067695085,88.61500169237712,4
118,Paul Judd,351.5869103133768,87.8967275783442,351.5869103133768,87.8967275783442,4
119,Sean Repanshek,351.2024113753314,87.80060284383285,351.2024113753314,87.80060284383285,4
120,Michael Terry,350.5953683066248,87.6488420766562,350.5953683066248,87.6488420766562,4
121,Fiona Shaw,349.9534491084271,87.48836227710677,349.9534491084271,87.48836227710677,4
122,Justin Dowey,347.6022076277187,86.90055190692968,347.6022076277187,86.90055190692968,4
123,Chris Dearden,344.9225403166823,86.23063507917057,344.9225403166823,86.23063507917057,4
124,Anna Gabbott,339.05406061561814,84.76351515390454,339.05406061561814,84.76351515390454,4
125,Jason Roberts,333.6874731837879,83.42186829594698,333.6874731837879,83.42186829594698,4
126,Jose Meza,329.8284899072895,82.45712247682238,329.8284899072895,82.45712247682238,4
127,Martin Day,329.75097001408386,82.43774250352097,329.75097001408386,82.43774250352097,4
128,Tyler Stark,326.8194254428421,81.70485636071052,326.8194254428421,81.70485636071052,4
129,Valentino Batalla,326.3348508558217,81.58371271395542,326.3348508558217,81.58371271395542,4
130,Sante Di Sera,325.7210813921701,81.43027034804253,325.7210813921701,81.43027034804253,4
131,Cj O'Neil,322.50816687363795,80.62704171840949,322.50816687363795,80.62704171840949,4
132,Trevor Overby,320.7346510948374,80.18366277370934,320.7346510948374,80.18366277370934,4
133,Cameron Hatch,318.6177013675588,79.6544253418897,318.6177013675588,79.6544253418897,4
134,Amy Christopher,311.4024794954255,77.85061987385637,311.4024794954255,77.85061987385637,4
135,Luke Thompson,302.29714880107474,75.57428720026869,302.29714880107474,75.57428720026869,4
136,Bevin Johnson,292.10702234806945,97.36900744935649,292.10702234806945,97.36900744935649,3
137,David Faircloth,285.56637084235064,95.18879028078355,285.56637084235064,95.18879028078355,3
138,Christopher Burton,283.7445893598563,94.58152978661877,283.7445893598563,94.58152978661877,3
139,Jacob Pitkin,282.70670758943794,94.23556919647932,282.70670758943794,94.23556919647932,3
140,Chris Andreasen,278.30496734681606,92.76832244893869,278.30496734681606,92.76832244893869,3
141,Chase Sullivan,276.8358847238632,92.27862824128773,276.8358847238632,92.27862824128773,3
142,Tyler Olsen,274.9181122360901,91.63937074536337,274.9181122360901,91.63937074536337,3
143,Cole Kelson,269.80119050575365,89.93373016858455,269.80119050575365,89.93373016858455,3
144,Jacob Reeder,268.9949331666675,89.6649777222225,268.9949331666675,89.6649777222225,3
145,Claudia Robles,266.2914225300104,88.76380751000346,266.2914225300104,88.76380751000346,3
146,Nolan Jones,265.6009517825844,88.5336505941948,265.6009517825844,88.5336505941948,3
147,Branden Robertson,263.71677163558263,87.90559054519422,263.71677163558263,87.90559054519422,3
148,Greta Curley,263.42791200730636,87.80930400243545,263.42791200730636,87.80930400243545,3
149,Hailey DeGroff,261.6026566094029,87.20088553646764,261.6026566094029,87.20088553646764,3
150,Eric Ahern,261.4357662371772,87.14525541239239,261.4357662371772,87.14525541239239,3
151,Joel Nelsen,260.2845018168605,86.76150060562016,260.2845018168605,86.76150060562016,3
152,Bronson Cornilles,259.958540207605,86.65284673586832,259.958540207605,86.65284673586832,3
153,Eli Reeder,259.59629834199495,86.53209944733165,259.59629834199495,86.53209944733165,3
154,Colby Abel,256.50182315386195,85.50060771795398,256.50182315386195,85.50060771795398,3
155,Lenny Di Sera,254.7562975297463,84.91876584324876,254.7562975297463,84.91876584324876,3
156,Abigail Brown,253.6743247501721,84.55810825005737,253.6743247501721,84.55810825005737,3
157,Ryan Swindells,253.32787124925107,84.44262374975035,253.32787124925107,84.44262374975035,3
158,Samuel Heiner,253.29451830348023,84.43150610116008,253.29451830348023,84.43150610116008,3
159,Matthew Sevy,251.91797921373563,83.97265973791188,251.91797921373563,83.97265973791188,3
160,Juwan Heng,250.8364682028247,83.61215606760824,250.8364682028247,83.61215606760824,3
161,Jim Hughes,250.6247747893725,83.54159159645751,250.6247747893725,83.54159159645751,3
162,Carlos Alatrista,250.1141919931232,83.37139733104107,250.1141919931232,83.37139733104107,3
163,Chris Stepp,249.53045127767854,83.17681709255952,249.53045127767854,83.17681709255952,3
164,Adam Hill,248.8535276755468,82.95117589184893,248.8535276755468,82.95117589184893,3
165,Cj Southwell,248.27872242740023,82.75957414246675,248.27872242740023,82.75957414246675,3
166,Jamie Moreno,247.57724870697075,82.52574956899025,247.57724870697075,82.52574956899025,3
167,Boyd Butler,243.34904067682453,81.11634689227485,243.34904067682453,81.11634689227485,3
168,Ryan Sperry,243.07909630185532,81.02636543395177,243.07909630185532,81.02636543395177,3
169,Chris Yokum,239.96645329189585,79.98881776396529,239.96645329189585,79.98881776396529,3
170,Jex Barber,232.57363081563713,77.52454360521237,232.57363081563713,77.52454360521237,3
171,Seth Feuerborn,196.45480781844418,98.22740390922209,196.45480781844418,98.22740390922209,2
172,Paul Hamilton,194.232860078063,97.1164300390315,194.232860078063,97.1164300390315,2
173,Kameron Clements,191.34293637632203,95.67146818816101,191.34293637632203,95.67146818816101,2
174,Scott Kincaid,187.327244683456,93.663622341728,187.327244683456,93.663622341728,2
175,Brandon Shaw,185.9926633105669,92.99633165528346,185.9926633105669,92.99633165528346,2
176,Cal Craner,185.54863723981288,92.77431861990644,185.54863723981288,92.77431861990644,2
177,Brian Reilly,185.207698303189,92.6038491515945,185.207698303189,92.6038491515945,2
178,Tim Campbell,184.05221587253098,92.02610793626549,184.05221587253098,92.02610793626549,2
179,Austin Robbins,182.80790674924327,91.40395337462164,182.80790674924327,91.40395337462164,2
180,Jose Ramirez,182.53638223861472,91.26819111930736,182.53638223861472,91.26819111930736,2
181,Rod Golsan,182.43717924180126,91.21858962090063,182.43717924180126,91.21858962090063,2
182,Amber Dawn Jorgensen,178.91615515829074,89.45807757914537,178.91615515829074,89.45807757914537,2
183,Justin Moore,177.87588844939668,88.93794422469834,177.87588844939668,88.93794422469834,2
184,Michael Patterson,177.64243575369323,88.82121787684662,177.64243575369323,88.82121787684662,2
185,Eduardo Lopez,177.56312903465323,88.78156451732661,177.56312903465323,88.78156451732661,2
186,Wesley Curtis,177.43087096994742,88.71543548497371,177.43087096994742,88.71543548497371,2
187,Joseph Haun,177.3327244053005,88.66636220265025,177.3327244053005,88.66636220265025,2
188,Timothy Robinson,176.85853791965718,88.42926895982859,176.85853791965718,88.42926895982859,2
189,Tristan Zadeh,176.80583389622382,88.40291694811191,176.80583389622382,88.40291694811191,2
190,Dax Mitchell,176.59994373087756,88.29997186543878,176.59994373087756,88.29997186543878,2
191,Trey McGhee,175.97278899123387,87.98639449561693,175.97278899123387,87.98639449561693,2
192,Matt Picard,175.67953823876755,87.83976911938377,175.67953823876755,87.83976911938377,2
193,Gabby Thompson,175.4668797328647,87.73343986643235,175.4668797328647,87.73343986643235,2
194,Hunter Bogar,174.64889695074731,87.32444847537366,174.64889695074731,87.32444847537366,2
195,Nick Johnston,174.31939312007069,87.15969656003534,174.31939312007069,87.15969656003534,2
196,Terry Lane,173.8429553533569,86.92147767667845,173.8429553533569,86.92147767667845,2
197,Allan Sandoval,173.293821523078,86.646910761539,173.293821523078,86.646910761539,2
198,Brad Layton,173.22858846592476,86.61429423296238,173.22858846592476,86.61429423296238,2
199,Al Corona,172.81244335517596,86.40622167758798,172.81244335517596,86.40622167758798,2
200,Craig Zimet,172.50490621702852,86.25245310851426,172.50490621702852,86.25245310851426,2
201,Ronette Shaw,172.3872064908494,86.1936032454247,172.3872064908494,86.1936032454247,2
202,John Dowda,172.22882795751363,86.11441397875682,172.22882795751363,86.11441397875682,2
203,Warren Smith,172.18171501070518,86.09085750535259,172.18171501070518,86.09085750535259,2
204,Grayson Kane,170.99387685084403,85.49693842542202,170.99387685084403,85.49693842542202,2
205,Nick Blain,170.94100628962352,85.47050314481176,170.94100628962352,85.47050314481176,2
206,John Candelaria,170.35990753894635,85.17995376947317,170.35990753894635,85.17995376947317,2
207,Steve Elrick,169.99502896030884,84.99751448015442,169.99502896030884,84.99751448015442,2
208,Cordell Corona,169.04776857829984,84.52388428914992,169.04776857829984,84.52388428914992,2
209,David Kane,168.40384755064036,84.20192377532018,168.40384755064036,84.20192377532018,2
210,Jared Hanson,168.359449443181,84.1797247215905,168.359449443181,84.1797247215905,2
211,Clayton Stapley,167.8470578945064,83.9235289472532,167.8470578945064,83.9235289472532,2
212,Kyler Close,166.62509454463628,83.31254727231814,166.62509454463628,83.31254727231814,2
213,Jon Bingham,165.94131104741842,82.97065552370921,165.94131104741842,82.97065552370921,2
214,Christoph von Braun,165.36378425133807,82.68189212566904,165.36378425133807,82.68189212566904,2
215,Jennifer Roberts,163.7571259375058,81.8785629687529,163.7571259375058,81.8785629687529,2
216,Ryan Green,163.19343242980665,81.59671621490332,163.19343242980665,81.59671621490332,2
217,James Nightingale,162.8474283922705,81.42371419613525,162.8474283922705,81.42371419613525,2
218,Clay Jennings,162.77590828018106,81.38795414009053,162.77590828018106,81.38795414009053,2
219,YUEHIN JONATHAN KWOK,161.5316597783885,80.76582988919425,161.5316597783885,80.76582988919425,2
220,Alexander Lopez,161.07488412672717,80.53744206336359,161.07488412672717,80.53744206336359,2
221,Jamie Perham,160.22611188920277,80.11305594460138,160.22611188920277,80.11305594460138,2
222,Sam Hurly,159.1091884987001,79.55459424935005,159.1091884987001,79.55459424935005,2
223,Meagan Heiner,158.58062822161128,79.29031411080564,158.58062822161128,79.29031411080564,2
224,Scott Lafeen,158.41379114026373,79.20689557013186,158.41379114026373,79.20689557013186,2
225,Zachary Mayo,157.38278191297428,78.69139095648714,157.38278191297428,78.69139095648714,2
226,Rolf Strand,155.49965865731684,77.74982932865842,155.49965865731684,77.74982932865842,2
227,Keith Pion,154.95598852001388,77.47799426000694,154.95598852001388,77.47799426000694,2
228,Boston Curnow,153.99207942311637,76.99603971155818,153.99207942311637,76.99603971155818,2
229,Wyatt Poll,153.92015771425028,76.96007885712514,153.92015771425028,76.96007885712514,2
230,Barbara Ramos-Cryer,153.16540194574333,76.58270097287166,153.16540194574333,76.58270097287166,2
231,Hannah Berente,151.78502935347004,75.89251467673502,151.78502935347004,75.89251467673502,2
232,Jared Sullivan,150.76242314873758,75.38121157436879,150.76242314873758,75.38121157436879,2
233,Cameron Beck,150.0031965934511,75.00159829672555,150.0031965934511,75.00159829672555,2
234,Crue Adams,148.95293046836366,74.47646523418183,148.95293046836366,74.47646523418183,2
235,Samuel Seager,148.73397024353176,74.36698512176588,148.73397024353176,74.36698512176588,2
236,Daniel Adams,148.29065456723413,74.14532728361706,148.29065456723413,74.14532728361706,2
237,Luis Sarinana,145.4625284732863,72.73126423664316,145.4625284732863,72.73126423664316,2
238,Mason Nightingale,136.70186517732483,68.35093258866242,136.70186517732483,68.35093258866242,2
239,Mason Curnow,135.43021713345303,67.71510856672651,135.43021713345303,67.71510856672651,2
240,Michael Carpenter,100.0,100.0,100.0,100.0,1
241,Brandon Davis,97.66190246503008,97.66190246503008,97.66190246503008,97.66190246503008,1
242,Greg Nelson,96.8614348478072,96.8614348478072,96.8614348478072,96.8614348478072,1
243,Randolph Porter,95.69835053993118,95.69835053993118,95.69835053993118,95.69835053993118,1
244,Jonathan Mudge,95.57455683003128,95.57455683003128,95.57455683003128,95.57455683003128,1
245,Justin Robinett,95.3751008335574,95.3751008335574,95.3751008335574,95.3751008335574,1
246,Dalton Wallace,94.99932930918847,94.99932930918847,94.99932930918847,94.99932930918847,1
247,Tyler Oborn,94.88197093083186,94.88197093083186,94.88197093083186,94.88197093083186,1
248,allen densmore,94.61926126236862,94.61926126236862,94.61926126236862,94.61926126236862,1
249,Grant Mikesh,94.20503434669963,94.20503434669963,94.20503434669963,94.20503434669963,1
250,Bryan Reilly,93.58101611476482,93.58101611476482,93.58101611476482,93.58101611476482,1
251,Kyle Walker,93.47675758739915,93.47675758739915,93.47675758739915,93.47675758739915,1
252,Jordan Hansen,93.4684854422589,93.4684854422589,93.4684854422589,93.4684854422589,1
253,Brandon Gunn,92.86195622332592,92.86195622332592,92.86195622332592,92.86195622332592,1
254,Theodore Morrison,92.78420509478028,92.78420509478028,92.78420509478028,92.78420509478028,1
255,Read Summerill,91.75308269542593,91.75308269542593,91.75308269542593,91.75308269542593,1
256,Clayton Yates,91.74521335159376,91.74521335159376,91.74521335159376,91.74521335159376,1
257,Erik Larson,91.69635833603257,91.69635833603257,91.69635833603257,91.69635833603257,1
258,Scott Studer,91.5932253458717,91.5932253458717,91.5932253458717,91.5932253458717,1
259,Brian Simpson,91.55745104753605,91.55745104753605,91.55745104753605,91.55745104753605,1
260,Perry Taylor,91.50284563958544,91.50284563958544,91.50284563958544,91.50284563958544,1
261,Dave Taylor,91.46262958112278,91.46262958112278,91.46262958112278,91.46262958112278,1
262,Ralph Pensel,91.3386200674296,91.3386200674296,91.3386200674296,91.3386200674296,1
263,Charles Shelton,91.22904805510213,91.22904805510213,91.22904805510213,91.22904805510213,1
264,Randy Porter,91.13691661136917,91.13691661136917,91.13691661136917,91.13691661136917,1
265,Allan Dinsmore,90.83637037494596,90.83637037494596,90.83637037494596,90.83637037494596,1
266,August Falkner,90.29998678472315,90.29998678472315,90.29998678472315,90.29998678472315,1
267,Skye Jarvis,90.19389194847754,90.19389194847754,90.19389194847754,90.19389194847754,1
268,Thomas Kendrick,90.18568242843492,90.18568242843492,90.18568242843492,90.18568242843492,1
269,Robert Payne,89.9911446152449,89.9911446152449,89.9911446152449,89.9911446152449,1
270,Brexan Koerner,89.94183536105254,89.94183536105254,89.94183536105254,89.94183536105254,1
271,Juston Gardner,89.93223903265378,89.93223903265378,89.93223903265378,89.93223903265378,1
272,Gregan Pace,89.7954880877082,89.7954880877082,89.7954880877082,89.7954880877082,1
273,Salim Sanchez,89.76297329092414,89.76297329092414,89.76297329092414,89.76297329092414,1
274,John Blatter,89.6154006590748,89.6154006590748,89.6154006590748,89.6154006590748,1
275,Doug Brown,89.34361924686192,89.34361924686192,89.34361924686192,89.34361924686192,1
276,Kris Bruington,89.01742497579863,89.01742497579863,89.01742497579863,89.01742497579863,1
277,Andrew Jolley,89.01250837131933,89.01250837131933,89.01250837131933,89.01250837131933,1
278,Todd Campbell,88.76679933091077,88.76679933091077,88.76679933091077,88.76679933091077,1
279,Bailey Groutage,88.74937343358397,88.74937343358397,88.74937343358397,88.74937343358397,1
280,Abigal Brown,88.58170310701958,88.58170310701958,88.58170310701958,88.58170310701958,1
281,Brandon Jeppsen,88.56289227065601,88.56289227065601,88.56289227065601,88.56289227065601,1
282,Thomas Marquez,88.40517518827644,88.40517518827644,88.40517518827644,88.40517518827644,1
283,Braxton Martinson,88.40230200054809,88.40230200054809,88.40230200054809,88.40230200054809,1
284,Sami Abdelaziz,88.21005215742058,88.21005215742058,88.21005215742058,88.21005215742058,1
285,Will Hursey,88.1121319005824,88.1121319005824,88.1121319005824,88.1121319005824,1
286,Dan Lemaire,88.0584151304764,88.0584151304764,88.0584151304764,88.0584151304764,1
287,Michael Taylor,87.8313092810921,87.8313092810921,87.8313092810921,87.8313092810921,1
288,Brooks Ossana,87.18378378378378,87.18378378378378,87.18378378378378,87.18378378378378,1
289,Kirill Chernyavskiy,87.11362002621675,87.11362002621675,87.11362002621675,87.11362002621675,1
290,Aaron Brown,87.09578217774938,87.09578217774938,87.09578217774938,87.09578217774938,1
291,Abdullah Bouran,87.0859379564176,87.0859379564176,87.0859379564176,87.0859379564176,1
292,Mike Kreiberg,86.84904647417194,86.84904647417194,86.84904647417194,86.84904647417194,1
293,Tyler Scott,86.8246669024879,86.8246669024879,86.8246669024879,86.8246669024879,1
294,Matthew michaud,86.7496504758039,86.7496504758039,86.7496504758039,86.7496504758039,1
295,Christopher Dean,86.66739558276844,86.66739558276844,86.66739558276844,86.66739558276844,1
296,Clayton Wilson,86.62268429888374,86.62268429888374,86.62268429888374,86.62268429888374,1
297,Jonathan Olson,86.5711637653127,86.5711637653127,86.5711637653127,86.5711637653127,1
298,Garrett Montrone,86.3211377398325,86.3211377398325,86.3211377398325,86.3211377398325,1
299,Chris Langan,86.29748528624933,86.29748528624933,86.29748528624933,86.29748528624933,1
300,Jayce Walker,86.19618416810762,86.19618416810762,86.19618416810762,86.19618416810762,1
301,J Sperry,86.12640036812205,86.12640036812205,86.12640036812205,86.12640036812205,1
302,Spencer Brown,86.09914064665709,86.09914064665709,86.09914064665709,86.09914064665709,1
303,Landon Allen,85.95688383794571,85.95688383794571,85.95688383794571,85.95688383794571,1
304,Ian Kerr,85.72053910839766,85.72053910839766,85.72053910839766,85.72053910839766,1
305,Justin Morrill,85.62566071329216,85.62566071329216,85.62566071329216,85.62566071329216,1
306,Chris Rebmann,85.48387096774192,85.48387096774192,85.48387096774192,85.48387096774192,1
307,Jacob Schuyler,84.87632508833923,84.87632508833923,84.87632508833923,84.87632508833923,1
308,Jennifer Long,84.79129662522202,84.79129662522202,84.79129662522202,84.79129662522202,1
309,Benjamin Butler,84.59614717971573,84.59614717971573,84.59614717971573,84.59614717971573,1
310,Dusty Argyle,84.49921968236481,84.49921968236481,84.49921968236481,84.49921968236481,1
311,Larry Hall,84.39311334289815,84.39311334289815,84.39311334289815,84.39311334289815,1
