Position,Driver,Total Points (top 11),Avg Points (top 11),Total Points,Avg Points,Events
312,Isaac Foster,84.25364424815213,84.25364424815213,84.25364424815213,84.25364424815213,1
313,Kyle Bradshaw,84.15332938154515,84.15332938154515,84.15332938154515,84.15332938154515,1
314,Carlos Zurita-Delgado,84.12131327092081,84.12131327092081,84.12131327092081,84.12131327092081,1
315,Mitchell Carman,84.07231324858701,84.07231324858701,84.07231324858701,84.07231324858701,1
316,Christian Jorgensen,83.94727191231001,83.94727191231001,83.94727191231001,83.94727191231001,1
317,Richie Andrade,83.80323260716794,83.80323260716794,83.80323260716794,83.80323260716794,1
318,Taylor Wise,83.79601243207816,83.79601243207816,83.79601243207816,83.79601243207816,1
319,Kenton Henrie,83.77265036902631,83.77265036902631,83.77265036902631,83.77265036902631,1
320,Wyatt Jones,83.74958611229366,83.74958611229366,83.74958611229366,83.74958611229366,1
321,Andy Andreasen,83.66261243883125,83.66261243883125,83.66261243883125,83.66261243883125,1
322,Bradley Gordon,83.60157782605945,83.60157782605945,83.60157782605945,83.60157782605945,1
323,Greg Buker,83.42481288273984,83.42481288273984,83.42481288273984,83.42481288273984,1
324,Joseph West,83.26538701092802,83.26538701092802,83.26538701092802,83.26538701092802,1
325,Will Krempa,83.24181933254648,83.24181933254648,83.24181933254648,83.24181933254648,1
326,Mat Brown,83.23185332147499,83.23185332147499,83.23185332147499,83.23185332147499,1
327,Jason Klug,83.16129469428319,83.16129469428319,83.16129469428319,83.16129469428319,1
328,Ridge Martin,82.97063402976428,82.97063402976428,82.97063402976428,82.97063402976428,1
329,Ben Meissner,82.6696410734501,82.6696410734501,82.6696410734501,82.6696410734501,1
330,Chris Bingham,82.52196521427291,82.52196521427291,82.52196521427291,82.52196521427291,1
331,Keaton Beckstrand,82.50512859637523,82.50512859637523,82.50512859637523,82.50512859637523,1
332,Shawn Luu,82.46042387976064,82.46042387976064,82.46042387976064,82.46042387976064,1
333,Michael Heng,82.45759696358677,82.45759696358677,82.45759696358677,82.45759696358677,1
334,Treq Cameron,82.37616535615939,82.37616535615939,82.37616535615939,82.37616535615939,1
335,Jon Argyle,82.357678112068,82.357678112068,82.357678112068,82.357678112068,1
336,Spencer Clawson,82.06556503198293,82.06556503198293,82.06556503198293,82.06556503198293,1
337,Nathanael Finlay,81.9470720470075,81.9470720470075,81.9470720470075,81.9470720470075,1
338,Frank Lopez,81.93795344282726,81.93795344282726,81.93795344282726,81.93795344282726,1
339,Jai Curley,81.78476394261102,81.78476394261102,81.78476394261102,81.78476394261102,1
340,Cody McGowan,81.32800247398997,81.32800247398997,81.32800247398997,81.32800247398997,1
341,John Adams,81.32387706855792,81.32387706855792,81.32387706855792,81.32387706855792,1
342,Denver Fischer,81.14147297370856,81.14147297370856,81.14147297370856,81.14147297370856,1
343,Kadin Flinn,80.97440846617192,80.97440846617192,80.97440846617192,80.97440846617192,1
344,Jeff Robbins,80.76173215805805,80.76173215805805,80.76173215805805,80.76173215805805,1
345,Ryan Shepherd,80.67820403149743,80.67820403149743,80.67820403149743,80.67820403149743,1
346,Casey Maddox,80.64249634140585,80.64249634140585,80.64249634140585,80.64249634140585,1
347,Shelby Williams,80.61041292639139,80.61041292639139,80.61041292639139,80.61041292639139,1
348,Jonathan Wallace,80.41375238441275,80.41375238441275,80.41375238441275,80.41375238441275,1
349,Ryan Close,80.28725470936196,80.28725470936196,80.28725470936196,80.28725470936196,1
350,Konner Jeppsen,80.1958036513683,80.1958036513683,80.1958036513683,80.1958036513683,1
351,Dion Faucheux,80.04920485961398,80.04920485961398,80.04920485961398,80.04920485961398,1
352,corby Adams,79.87082047158309,79.87082047158309,79.87082047158309,79.87082047158309,1
353,Thomas Cryer,79.83135580492201,79.83135580492201,79.83135580492201,79.83135580492201,1
354,Christopher Trout,79.61225766103816,79.61225766103816,79.61225766103816,79.61225766103816,1
355,Brittney Hanson,79.51927756448387,79.51927756448387,79.51927756448387,79.51927756448387,1
356,Joey Kunz,79.3943383805135,79.3943383805135,79.3943383805135,79.3943383805135,1
357,Theodore Scott,79.39158755457004,79.39158755457004,79.39158755457004,79.39158755457004,1
358,Matthew Zupancic,79.35296611551381,79.35296611551381,79.35296611551381,79.35296611551381,1
359,Andrew Fordham,79.2273968388263,79.2273968388263,79.2273968388263,79.2273968388263,1
360,Jake Rowlan,79.22688610746145,79.22688610746145,79.22688610746145,79.22688610746145,1
361,Jeff Welch,79.0983465083365,79.0983465083365,79.0983465083365,79.0983465083365,1
362,Dave Hoppie,79.0707939127598,79.0707939127598,79.0707939127598,79.0707939127598,1
363,Meagan Rosser,78.9218468724153,78.9218468724153,78.9218468724153,78.9218468724153,1
364,Creighton Southwell,78.87620118835123,78.87620118835123,78.87620118835123,78.87620118835123,1
365,Caleb Mason,78.75002673625221,78.75002673625221,78.75002673625221,78.75002673625221,1
366,Austin Ford,78.68195120373814,78.68195120373814,78.68195120373814,78.68195120373814,1
367,Caleb Martin,78.379758842737,78.379758842737,78.379758842737,78.379758842737,1
368,Nathan Abba,78.2972384553684,78.2972384553684,78.2972384553684,78.2972384553684,1
369,Cody Argyle,78.28952964191545,78.28952964191545,78.28952964191545,78.28952964191545,1
370,Jordan Olsen,77.89861205145564,77.89861205145564,77.89861205145564,77.89861205145564,1
371,Greg Hardcastle,77.87943433987992,77.87943433987992,77.87943433987992,77.87943433987992,1
372,Sydney Stevenson,77.8384429561836,77.8384429561836,77.8384429561836,77.8384429561836,1
373,bruno miranda,77.81508842623685,77.81508842623685,77.81508842623685,77.81508842623685,1
374,Jacob Ross,77.63311602667974,77.63311602667974,77.63311602667974,77.63311602667974,1
375,Ruben Jimenez,77.5068058076225,77.5068058076225,77.5068058076225,77.5068058076225,1
376,Bruce Smith,77.42159754974728,77.42159754974728,77.42159754974728,77.42159754974728,1
377,Jessica Thompson,77.32934853583807,77.32934853583807,77.32934853583807,77.32934853583807,1
378,Ben Seager,77.18496467579295,77.18496467579295,77.18496467579295,77.18496467579295,1
379,Aaron Montoya,77.17067220816769,77.17067220816769,77.17067220816769,77.17067220816769,1
380,Payton Clements,77.16384625475534,77.16384625475534,77.16384625475534,77.16384625475534,1
381,Alex Brigham,77.04169503744943,77.04169503744943,77.04169503744943,77.04169503744943,1
382,Chaz Janke,76.83769234433807,76.83769234433807,76.83769234433807,76.83769234433807,1
383,Lexi Crookston,76.60049392097264,76.60049392097264,76.60049392097264,76.60049392097264,1
384,Aaron Hill,76.19332039221541,76.19332039221541,76.19332039221541,76.19332039221541,1
385,Austin Turner,76.14372619813047,76.14372619813047,76.14372619813047,76.14372619813047,1
386,Jordan Whipple,75.8041140125607,75.8041140125607,75.8041140125607,75.8041140125607,1
387,Sam Abba,75.67836969764092,75.67836969764092,75.67836969764092,75.67836969764092,1
388,Aurielle Candelaria,75.6369396362526,75.6369396362526,75.6369396362526,75.6369396362526,1
389,Corby Adams,75.57171488771263,75.57171488771263,75.57171488771263,75.57171488771263,1
390,Tim Scott,75.46188045447062,75.46188045447062,75.46188045447062,75.46188045447062,1
391,Sarah von Braun,74.74081547453382,74.74081547453382,74.74081547453382,74.74081547453382,1
392,Ethan O'Regan,74.52127978870281,74.52127978870281,74.52127978870281,74.52127978870281,1
393,Demetri Jones,73.99826727312106,73.99826727312106,73.99826727312106,73.99826727312106,1
394,Caryn Morrison,73.33118694998926,73.33118694998926,73.33118694998926,73.33118694998926,1
395,April Ehrig,73.22915231553465,73.22915231553465,73.22915231553465,73.22915231553465,1
396,Read Harris,73.05883520190494,73.05883520190494,73.05883520190494,73.05883520190494,1
397,Stephen Harvey,72.77498413318361,72.77498413318361,72.77498413318361,72.77498413318361,1
398,Brock Westover,71.87165531847062,71.87165531847062,71.87165531847062,71.87165531847062,1
399,Michael Farnsworth,71.08488316642824,71.08488316642824,71.08488316642824,71.08488316642824,1
400,Chad Bagley,70.87439062337931,70.87439062337931,70.87439062337931,70.87439062337931,1
401,Ashley Williams,70.73447196019288,70.73447196019288,70.73447196019288,70.73447196019288,1
402,Kathryn McKay,70.42245523715789,70.42245523715789,70.42245523715789,70.42245523715789,1
403,Grant Cole,69.88641764090866,69.88641764090866,69.88641764090866,69.88641764090866,1
404,Wayne Crabtree,69.66459803875125,69.66459803875125,69.66459803875125,69.66459803875125,1
405,Max Behrmann,66.97895557287606,66.97895557287606,66.97895557287606,66.97895557287606,1
406,Heather Darley,66.93750284491784,66.93750284491784,66.93750284491784,66.93750284491784,1
407,Carson Repass,65.97198996655518,65.97198996655518,65.97198996655518,65.97198996655518,1
408,Kenadee Martinson,61.56576837926559,61.56576837926559,61.56576837926559,61.56576837926559,1
409,Dennis Hoagland,59.1151735376201,59.1151735376201,59.1151735376201,59.1151735376201,1
410,Jay Wesener,58.59970141254832,58.59970141254832,58.59970141254832,58.59970141254832,1
